index,pop_F,pop_M,pop_MF,hholds,fullname
1743,27229,27535,54764,15669,อภ.ท่าอุเทน
1744,16307,14879,31186,11162,อภ.ท่าเรือ
1745,41280,41127,82407,35258,อภ.ท่าแซะ
1746,14951,14703,29654,8716,อภ.ท่าแพ
1747,24439,23355,47794,17881,อภ.ท่าใหม่
1748,22386,22916,45302,20768,อภ.ท้ายเหมือง
1749,18761,18846,37607,11211,อภ.ธวัชบุรี
1750,36373,35912,72285,21867,อภ.ธาตุพนม
1751,11504,12568,24072,9015,อภ.ธารโต
1752,53175,48205,101380,39072,อภ.นครชัยศรี
1753,11469,10474,21943,11363,อภ.นครหลวง
1754,33738,33459,67197,23603,อภ.นครไทย
1755,16757,16804,33561,11983,อภ.นบพิตำ
1756,33247,33642,66889,18437,อภ.นากลาง
1757,12915,12889,25804,8096,อภ.นาคู
1758,47231,45899,93130,26187,อภ.นางรอง
1759,25392,26029,51421,17704,อภ.นาจะหลวย
1760,22021,21804,43825,17467,อภ.นาดี
1761,16349,16307,32656,8589,อภ.นาดูน
1762,4859,4935,9794,3584,อภ.นาด้วง
1763,19180,19238,38418,11183,อภ.นาตาล
1764,11738,11879,23617,7390,อภ.นาทม
1765,31112,31928,63040,19417,อภ.นาทวี
1766,14904,15009,29913,10327,อภ.นาน้อย
1767,12263,11947,24210,8497,อภ.นาบอน
1768,14807,14649,29456,9305,อภ.นามน
1769,15879,14917,30796,11891,อภ.นายายอาม
1770,14174,14482,28656,9643,อภ.นายูง
1771,15226,15246,30472,8631,อภ.นาวัง
1772,7075,7263,14338,4481,อภ.นาหมื่น
1773,11857,11076,22933,8987,อภ.นาหม่อม
1774,19950,19935,39885,12958,อภ.นาหว้า
1775,28620,28540,57160,17121,อภ.นาเชือก
1776,10090,10807,20897,7056,อภ.นาเยีย
1777,36418,35934,72352,21390,อภ.นาแก
1778,4812,4848,9660,3057,อภ.นาแห้ว
1779,14467,14153,28620,7900,อภ.นาโพธิ์
1780,21191,19938,41129,13405,อภ.นาโยง
1781,17026,17053,34079,10013,อภ.นิคมคำสร้อย
1782,7432,7448,14880,4578,อภ.นิคมน้ำอูน
1783,10246,10076,20322,15638,อภ.นิคมพัฒนา
1784,16461,16812,33273,10832,อภ.น้ำขุ่น
1785,16626,16683,33309,11934,อภ.น้ำปาด
1786,37026,36583,73609,21950,อภ.น้ำพอง
1787,30185,31034,61219,20534,อภ.น้ำยืน
1788,9045,9535,18580,7071,อภ.น้ำหนาว
1789,21888,22441,44329,11191,อภ.น้ำเกลี้ยง
1790,20335,20865,41200,13191,อภ.น้ำโสม
1791,50868,50725,101593,34018,อภ.บรบือ
1792,41624,39889,81513,28538,อภ.บรรพตพิสัย
1793,27413,28508,55921,15689,อภ.บันนังสตา
1794,10826,10742,21568,6354,อภ.บัวลาย
1795,17143,17797,34940,9695,อภ.บัวเชด
1796,33784,33876,67660,18938,อภ.บัวใหญ่
1797,18175,15472,33647,19019,อภ.บางกรวย
1798,16809,15918,32727,11545,อภ.บางกระทุ่ม
1799,5046,4920,9966,3394,อภ.บางกล่ำ
1800,23431,23884,47315,16553,อภ.บางขัน
1801,14344,13041,27385,9863,อภ.บางคนที
1802,15735,14828,30563,12527,อภ.บางคล้า
1803,7050,6919,13969,4455,อภ.บางซ้าย
1804,36647,36172,72819,21667,อภ.บางน้ำเปรี้ยว
1805,99366,87017,186383,96585,อภ.บางบัวทอง
1806,7510,6938,14448,5433,อภ.บางบาล
1807,47569,44979,92548,45054,อภ.บางบ่อ
1808,30311,28782,59093,19645,อภ.บางปลาม้า
1809,28576,27581,56157,26333,อภ.บางปะกง
1810,18857,17576,36433,12530,อภ.บางปะหัน
1811,26718,24351,51069,26825,อภ.บางปะอิน
1812,139290,123636,262926,165989,อภ.บางพลี
1813,10624,9970,20594,7873,อภ.บางมูลนาก
1814,37872,36618,74490,25986,อภ.บางระกำ
1815,10032,9412,19444,7070,อภ.บางระจัน
1816,15075,13429,28504,18127,อภ.บางละมุง
1817,30985,30502,61487,26329,อภ.บางสะพาน
1818,18356,18335,36691,16029,อภ.บางสะพานน้อย
1819,40257,39296,79553,28677,อภ.บางเลน
1820,30461,28582,59043,43802,อภ.บางเสาธง
1821,8990,8853,17843,6387,อภ.บางแก้ว
1822,9327,8584,17911,6532,อภ.บางแพ
1823,55017,47495,102512,51485,อภ.บางใหญ่
1824,16290,15491,31781,10554,อภ.บางไทร
1825,20868,20264,41132,9376,อภ.บาเจาะ
1826,20574,20128,40702,13399,อภ.บำเหน็จณรงค์
1827,14642,14124,28766,10745,อภ.บึงนาราง
1828,2191,2186,4377,1080,อภ.บึงบูรพ์
1829,31725,31148,62873,25452,อภ.บึงสามพัน
1830,9188,9133,18321,7245,อภ.บึงสามัคคี
1831,13851,14043,27894,8821,อภ.บึงโขงหลง
1832,38304,39413,77717,24339,อภ.บุณฑริก
1833,7011,7001,14012,4176,อภ.บุ่งคล้า
1834,18691,18978,37669,13367,อภ.บ่อทอง
1835,24150,24064,48214,18508,อภ.บ่อพลอย
1836,7448,7790,15238,4903,อภ.บ่อเกลือ
1837,8991,9697,18688,7576,อภ.บ่อไร่
1838,20658,20533,41191,11296,อภ.บ้านกรวด
1839,12343,12943,25286,9586,อภ.บ้านคา
1840,33887,32326,66213,33972,อภ.บ้านค่าย
1841,4977,5572,10549,4621,อภ.บ้านฉาง
1842,55624,55952,111576,32445,อภ.บ้านดุง
1843,9536,9291,18827,4555,อภ.บ้านด่าน
1844,22131,22187,44318,14312,อภ.บ้านด่านลานหอย
1845,15818,15569,31387,10829,อภ.บ้านตาก
1846,4591,4557,9148,3888,อภ.บ้านตาขุน
1847,4212,3863,8075,3355,อภ.บ้านธิ
1848,32244,32267,64511,23901,อภ.บ้านนา
1849,25857,25174,51031,18180,อภ.บ้านนาสาร
1850,10515,10305,20820,7681,อภ.บ้านนาเดิม
1851,41793,40611,82404,44781,อภ.บ้านบึง
1852,51062,51148,102210,30683,อภ.บ้านผือ
1853,25297,25087,50384,16942,อภ.บ้านฝาง
1854,33351,33983,67334,19669,อภ.บ้านม่วง
1855,25184,23086,48270,15724,อภ.บ้านลาด
1856,14132,13616,27748,9598,อภ.บ้านสร้าง
1857,16221,15335,31556,12275,อภ.บ้านหมอ
1858,36195,33524,69719,25041,อภ.บ้านหมี่
1859,5757,5785,11542,3949,อภ.บ้านหลวง
1860,21365,20905,42270,14558,อภ.บ้านเขว้า
1861,8691,8569,17260,5060,อภ.บ้านเหลื่อม
1862,20716,20393,41109,11591,อภ.บ้านแท่น
1863,13122,13399,26521,7999,อภ.บ้านแพง
1864,3662,3189,6851,2665,อภ.บ้านแพรก
1865,26075,23981,50056,15560,อภ.บ้านแพ้ว
1866,18540,17776,36316,11465,อภ.บ้านแหลม
1867,13169,12912,26081,8231,อภ.บ้านแฮด
1868,5173,5330,10503,4457,อภ.บ้านโคก
1869,50562,46512,97074,36712,อภ.บ้านโป่ง
1870,23719,22119,45838,20602,อภ.บ้านโพธิ์
1871,13350,12708,26058,10201,อภ.บ้านโฮ่ง
1872,11254,10979,22233,6043,อภ.บ้านใหม่ไชยพจน์
1873,36436,35928,72364,22582,อภ.บ้านไผ่
1874,31914,31566,63480,24536,อภ.บ้านไร่
1875,19670,19831,39501,12375,อภ.ปง
1876,23762,23483,47245,12769,อภ.ปทุมรัตต์
1877,22579,22937,45516,13382,อภ.ปทุมราชวงศา
1878,12768,12804,25572,7193,อภ.ประจักษ์ศิลปาคม
1879,25618,24334,49952,16945,อภ.ประจันตคาม
1880,35927,35512,71439,19243,อภ.ประทาย
1881,62784,62413,125197,35969,อภ.ประโคนชัย
1882,31890,31663,63553,15074,อภ.ปรางค์กู่
1883,24790,28750,53540,27075,อภ.ปราณบุรี
1884,72881,71369,144250,41680,อภ.ปราสาท
1885,33947,35317,69264,94541,อภ.ปลวกแดง
1886,25097,25368,50465,16217,อภ.ปลาปาก
1887,16185,16226,32411,10959,อภ.ปลายพระยา
1888,19197,19260,38457,11766,อภ.ปะคำ
1889,20205,19799,40004,17906,อภ.ปะทิว
1890,18706,17928,36634,9536,อภ.ปะนาเระ
1891,31899,31083,62982,21459,อภ.ปะเหลียน
1892,47375,45193,92568,32039,อภ.ปักธงชัย
1893,27062,26778,53840,15914,อภ.ปัว
1894,14008,14089,28097,9535,อภ.ปากคาด
1895,16437,17077,33514,11152,อภ.ปากชม
1896,62712,61707,124419,66800,อภ.ปากช่อง
1897,26154,25061,51215,18512,อภ.ปากท่อ
1898,38856,39401,78257,25868,อภ.ปากพนัง
1899,11554,10858,22412,8471,อภ.ปากพลี
1900,16650,16174,32824,11004,อภ.ปากพะยูน
1901,26245,23495,49740,23589,อภ.ปากเกร็ด
1902,10518,11185,21703,8597,อภ.ปางมะผ้า
1903,15223,15181,30404,11049,อภ.ปางศิลาทอง
1904,16874,18176,35050,14988,อภ.ปาย
1905,14835,13912,28747,12815,อภ.ป่าซาง
1906,16002,15973,31975,9993,อภ.ป่าติ้ว
1907,22094,21713,43807,15726,อภ.ป่าบอน
1908,13932,13286,27218,10717,อภ.ป่าพะยอม
1909,5985,5893,11878,4044,อภ.ป่าแดด
1910,9907,8989,18896,6665,อภ.ป่าโมก
1911,11565,10822,22387,7271,อภ.ผักไห่
1912,15507,15589,31096,8428,อภ.ผาขาว
1913,56609,55506,112115,40555,อภ.ฝาง
1914,13790,13625,27415,9667,อภ.พญาเม็งราย
1915,12004,12477,24481,9370,อภ.พนม
1916,18755,19254,38009,12246,อภ.พนมดงรัก
1917,16714,15899,32613,11130,อภ.พนมทวน
1918,36471,34578,71049,29929,อภ.พนมสารคาม
1919,30314,30161,60475,17566,อภ.พนมไพร
1920,51971,48967,100938,36074,อภ.พนัสนิคม
1921,9503,9659,19162,6545,อภ.พนา
1922,40717,42340,83057,20064,อภ.พบพระ
1923,40009,39583,79592,21667,อภ.พยัคฆภูมิพิสัย
1924,25670,24327,49997,21002,อภ.พยุหะคีรี
1925,15809,15470,31279,8184,อภ.พยุห์
1926,39245,38756,78001,26445,อภ.พรรณานิคม
1927,13856,13449,27305,8957,อภ.พรหมคีรี
1928,8760,7894,16654,5912,อภ.พรหมบุรี
1929,41696,39703,81399,30550,อภ.พรหมพิราม
1930,18450,18198,36648,12012,อภ.พระทองคำ
1931,36800,33680,70480,24750,อภ.พระนครศรีอยุธยา
1932,20191,18613,38804,13440,อภ.พระประแดง
1933,22559,21935,44494,16285,อภ.พระพรหม
1934,12560,11881,24441,9739,อภ.พระพุทธบาท
1935,12710,12172,24882,7547,อภ.พระยืน
1936,59376,55233,114609,53227,อภ.พระสมุทรเจดีย์
1937,31206,31493,62699,24170,อภ.พระแสง
1938,24351,24381,48732,16207,อภ.พรานกระต่าย
1939,14337,14535,28872,8037,อภ.พรเจริญ
1940,18873,18434,37307,15526,อภ.พร้าว
1941,38320,37553,75873,22503,อภ.พล
1942,13620,14162,27782,7056,อภ.พลับพลาชัย
1943,11279,11789,23068,10702,อภ.พะโต๊ะ
1944,23347,22764,46111,17283,อภ.พังโคน
1945,27387,26635,54022,23220,อภ.พัฒนานิคม
1946,57917,54838,112755,47738,อภ.พาน
1947,23667,22913,46580,36276,อภ.พานทอง
1948,37030,34974,72004,25630,อภ.พิชัย
1949,51696,52558,104254,33966,อภ.พิบูลมังสาหาร
1950,12388,12257,24645,8259,อภ.พิบูลย์รักษ์
1951,9186,8903,18089,7274,อภ.พิปูน
1952,61133,59273,120406,38785,อภ.พิมาย
1953,11603,9838,21441,11612,อภ.พุทธมณฑล
1954,21333,20427,41760,12159,อภ.พุทไธสง
1955,37235,37313,74548,35363,อภ.พุนพิน
1956,6889,6536,13425,5068,อภ.ฟากท่า
1957,15270,15655,30925,11996,อภ.ภักดีชุมพล
1958,13225,12445,25670,8149,อภ.ภาชี
1959,13517,13748,27265,8669,อภ.ภูกระดึง
1960,6615,6108,12723,4993,อภ.ภูกามยาว
1961,12290,12110,24400,9425,อภ.ภูซาง
1962,9796,9873,19669,5806,อภ.ภูผาม่าน
1963,17809,18151,35960,12338,อภ.ภูพาน
1964,27130,27536,54666,15810,อภ.ภูสิงห์
1965,12382,12663,25045,7690,อภ.ภูหลวง
1966,55127,53664,108791,35086,อภ.ภูเขียว
1967,18166,17856,36022,13548,อภ.ภูเพียง
1968,9678,10051,19729,7198,อภ.ภูเรือ
1969,34652,34289,68941,20205,อภ.ภูเวียง
1970,24837,24640,49477,21846,อภ.มวกเหล็ก
1971,25742,25769,51511,14271,อภ.มหาชนะชัย
1972,7028,6396,13424,5023,อภ.มหาราช
1973,15474,15127,30601,13275,อภ.มะขาม
1974,9036,9473,18509,6319,อภ.มะนัง
1975,33679,33200,66879,21379,อภ.มัญจาคีรี
1976,28395,27714,56109,12716,อภ.มายอ
1977,12440,11421,23861,8792,อภ.มโนรมย์
1978,40729,40852,81581,22566,อภ.ม่วงสามสิบ
1979,44930,44803,89733,21773,อภ.ยะรัง
1980,35257,34921,70178,15895,อภ.ยะหริ่ง
1981,30563,30778,61341,14407,อภ.ยะหา
1982,14767,14937,29704,7510,อภ.ยางชุมน้อย
1983,41523,40198,81721,24056,อภ.ยางตลาด
1984,17664,17479,35143,9676,อภ.ยางสีสุราช
1985,22319,21732,44051,10454,อภ.ยี่งอ
1986,28830,27834,56664,17741,อภ.ย่านตาขาว
1987,39706,38375,78081,17399,อภ.ระแงะ
1988,24602,23970,48572,19310,อภ.ระโนด
1989,43599,43378,86977,22625,อภ.รัตนบุรี
1990,18926,19064,37990,12932,อภ.รัตนวาปี
1991,34025,33583,67608,21813,อภ.รัตภูมิ
1992,13695,13301,26996,9829,อภ.รัษฎา
1993,6460,6205,12665,4692,อภ.ราชสาส์น
1994,43701,42788,86489,20622,อภ.รามัน
1995,38018,37825,75843,19997,อภ.ราษีไศล
1996,33352,33114,66466,15681,อภ.รือเสาะ
1997,5291,5183,10474,3251,อภ.ร่องคำ
1998,30837,30654,61491,20042,อภ.ร่อนพิบูลย์
1999,18430,17132,35562,12559,อภ.ร้องกวาง
2000,15413,15257,30670,11356,อภ.ลอง
2001,34388,34087,68475,20869,อภ.ละงู
2002,9684,9786,19470,5707,อภ.ละหานทราย
2003,6116,6326,12442,5510,อภ.ละอุ่น
2004,13146,13254,26400,11781,อภ.ละแม
2005,18369,18032,36401,14967,อภ.ลับแล
2006,15057,14664,29721,9578,อภ.ลาดบัวหลวง
2007,37609,36176,73785,27641,อภ.ลาดยาว
2008,30107,28778,58885,29565,อภ.ลาดหลุมแก้ว
2009,16435,16366,32801,11122,อภ.ลานกระบือ
2010,20146,19160,39306,14466,อภ.ลานสกา
2011,27847,27596,55443,18767,อภ.ลานสัก
2012,13423,13395,26818,7043,อภ.ลำดวน
2013,14108,13971,28079,7481,อภ.ลำทะเมนชัย
2014,10024,10264,20288,7291,อภ.ลำทับ
2015,57473,57352,114825,30838,อภ.ลำปลายมาศ
2016,44025,41296,85321,41769,อภ.ลำลูกกา
2017,13671,13580,27251,10329,อภ.ลำสนธิ
2018,30626,31028,61654,21165,อภ.ลี้
2019,17253,16980,34233,9604,อภ.ลืออำนาจ
2020,15703,15342,31045,10897,อภ.วชิรบารมี
2021,11250,11067,22317,10978,อภ.วังจันทร์
2022,21381,21236,42617,15226,อภ.วังชิ้น
2023,8841,8682,17523,5842,อภ.วังทรายพูน
2024,57818,56618,114436,43228,อภ.วังทอง
2025,28382,26999,55381,25227,อภ.วังน้อย
2026,21730,21619,43349,19004,อภ.วังน้ำเขียว
2027,20215,20356,40571,14995,อภ.วังน้ำเย็น
2028,5923,5678,11601,4565,อภ.วังม่วง
2029,7693,7796,15489,4682,อภ.วังยาง
2030,20347,20102,40449,13916,อภ.วังวิเศษ
2031,12655,12721,25376,10312,อภ.วังสมบูรณ์
2032,50439,49878,100317,33760,อภ.วังสะพุง
2033,15606,15850,31456,8641,อภ.วังสามหมอ
2034,19857,20211,40068,9432,อภ.วังหิน
2035,14994,15118,30112,9102,อภ.วังเจ้า
2036,18414,18568,36982,13196,อภ.วังเหนือ
2037,14308,14057,28365,9215,อภ.วังโป่ง
2038,38006,38494,76500,26653,อภ.วัฒนานคร
2039,11418,10658,22076,8976,อภ.วัดสิงห์
2040,5658,5122,10780,3624,อภ.วัดเพลง
2041,14929,14632,29561,11136,อภ.วัดโบสถ์
2042,60437,59962,120399,34039,อภ.วานรนิวาส
2043,54062,53444,107506,30363,อภ.วาปีปทุม
2044,18251,17800,36051,12143,อภ.วาริชภูมิ
2045,46457,45916,92373,30328,อภ.วารินชำราบ
2046,7521,8137,15658,7312,อภ.วิภาวดี
2047,16910,16229,33139,11969,อภ.วิหารแดง
2048,50724,49625,100349,33391,อภ.วิเชียรบุรี
2049,26492,24513,51005,18066,อภ.วิเศษชัยชาญ
2050,23244,23591,46835,11511,อภ.ศรีณรงค์
2051,11915,11788,23703,6619,อภ.ศรีธาตุ
2052,11581,11009,22590,8157,อภ.ศรีนคร
2053,5320,5138,10458,3604,อภ.ศรีนครินทร์
2054,8976,9008,17984,6869,อภ.ศรีบรรพต
2055,44876,45618,90494,24946,อภ.ศรีบุญเรือง
2056,21094,19285,40379,14997,อภ.ศรีประจันต์
2057,37134,35644,72778,50971,อภ.ศรีมหาโพธิ
2058,6755,6510,13265,6358,อภ.ศรีมโหสถ
2059,24393,24158,48551,11513,อภ.ศรีรัตนะ
2060,27877,27915,55792,46958,อภ.ศรีราชา
2061,14347,14558,28905,9469,อภ.ศรีวิไล
2062,32376,32152,64528,19186,อภ.ศรีสงคราม
2063,17292,18909,36201,10992,อภ.ศรีสมเด็จ
2064,12514,13305,25819,10010,อภ.ศรีสวัสดิ์
2065,35582,34333,69915,26755,อภ.ศรีสัชนาลัย
2066,17886,18422,36308,9408,อภ.ศรีสาคร
2067,32042,29585,61627,22418,อภ.ศรีสำโรง
2068,11951,11696,23647,7346,อภ.ศรีเชียงใหม่
2069,28628,28346,56974,19427,อภ.ศรีเทพ
2070,33137,33632,66769,19181,อภ.ศรีเมืองใหม่
2071,9809,9979,19788,5297,อภ.ศิลาลาด
2072,65575,64719,130294,32352,อภ.ศีขรภูมิ
2073,49549,49371,98920,27026,อภ.สตึก
2074,23127,22064,45191,13716,อภ.สทิงพระ
2075,19199,19450,38649,10610,อภ.สนม
2076,35268,35409,70677,22715,อภ.สนามชัยเขต
2077,10807,10505,21312,6604,อภ.สบปราบ
2078,22622,23368,45990,17050,อภ.สบเมย
2079,27745,27249,54994,17433,อภ.สมเด็จ
2080,31943,29454,61397,22100,อภ.สรรคบุรี
2081,15918,15020,30938,11652,อภ.สรรพยา
2082,6962,7148,14110,5244,อภ.สระโบสถ์
2083,13167,13374,26541,8200,อภ.สระใคร
2084,10911,10967,21878,6482,อภ.สร้างคอม
2085,22278,24272,46550,14477,อภ.สวนผึ้ง
2086,26216,24225,50441,20004,อภ.สวรรคโลก
2087,35160,34857,70017,32255,อภ.สวี
2088,15527,15646,31173,9133,อภ.สว่างวีระวงศ์
2089,15039,14946,29985,10929,อภ.สว่างอารมณ์
2090,64475,63787,128262,37085,อภ.สว่างแดนดิน
2091,17426,17205,34631,10211,อภ.สหัสขันธ์
2092,21574,20786,42360,16078,อภ.สอง
2093,56363,54305,110668,35842,อภ.สองพี่น้อง
2094,5996,6413,12409,3780,อภ.สองแคว
2095,18548,18909,37457,14953,อภ.สอยดาว
2096,38753,39761,78514,19054,อภ.สะบ้าย้อย
2097,29123,29409,58532,21237,อภ.สะเดา
2098,8967,9302,18269,6038,อภ.สะเมิง
2099,20312,21761,42073,12201,อภ.สังขละบุรี
2100,63153,63891,127044,34340,อภ.สังขะ
2101,10948,11288,22236,7139,อภ.สังคม
2102,26156,26086,52242,29194,อภ.สัตหีบ
2103,22577,20207,42784,22383,อภ.สันกำแพง
2104,7660,8046,15706,5102,อภ.สันติสุข
2105,10695,9462,20157,10016,อภ.สันทราย
2106,31623,28172,59795,25432,อภ.สันป่าตอง
2107,9115,8995,18110,6086,อภ.สากเหล็ก
2108,13007,12797,25804,8734,อภ.สามง่าม
2109,12505,12907,25412,7510,อภ.สามชัย
2110,20766,19155,39921,14744,อภ.สามชุก
2111,52195,47276,99471,49095,อภ.สามพราน
2112,15840,15642,31482,12266,อภ.สามร้อยยอด
2113,13035,12683,25718,9447,อภ.สามเงา
2114,4340,4072,8412,2833,อภ.สามโก้
2115,23140,21709,44849,19446,อภ.สามโคก
2116,28910,27741,56651,13457,อภ.สายบุรี
2117,24611,21693,46304,22364,อภ.สารภี
2118,27035,27124,54159,14544,อภ.สำโรง
2119,25092,25262,50354,11752,อภ.สำโรงทาบ
2120,22594,21531,44125,14664,อภ.สิงหนคร
2121,41128,40558,81686,28665,อภ.สิชล
2122,21230,22038,43268,14327,อภ.สิรินธร
2123,17193,17523,34716,12505,อภ.สิเกา
2124,43524,42948,86472,31766,อภ.สีคิ้ว
2125,37320,36840,74160,22189,อภ.สีชมพู
2126,10096,10043,20139,5855,อภ.สีดา
2127,7176,7160,14336,4528,อภ.สุขสำราญ
2128,11265,11713,22978,7392,อภ.สุคิริน
2129,26763,26950,53713,14997,อภ.สุวรรณคูหา
2130,53069,52496,105565,29543,อภ.สุวรรณภูมิ
2131,24403,23733,48136,12081,อภ.สุไหงปาดี
2132,19433,18157,37590,10994,อภ.สุไหงโกลก
2133,37001,35331,72332,29210,อภ.สูงเนิน
2134,36121,33154,69275,27792,อภ.สูงเม่น
2135,14503,15017,29520,7654,อภ.ส่องดาว
2136,28441,28778,57219,15337,อภ.หนองกี่
2137,25569,25608,51177,15185,อภ.หนองกุงศรี
2138,8077,7263,15340,5773,อภ.หนองขาหย่าง
2139,29583,29347,58930,13296,อภ.หนองจิก
2140,17566,16571,34137,11772,อภ.หนองฉาง
2141,11968,11812,23780,6631,อภ.หนองนาคำ
2142,27476,27009,54485,23201,อภ.หนองบัว
2143,16210,16433,32643,11481,อภ.หนองบัวระเหว
2144,46333,46669,93002,29387,อภ.หนองบัวแดง
2145,30643,30150,60793,18389,อภ.หนองบุญมาก
